age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,income_qcut,income_level,spending_qcut,spending_score_level,purchase_frequency_qcut,purchase_frequency_level,membership_years_qcut,membership_years_level,last_purchase_amount_qcut,last_purchase_amount_qcut_level,score_final,score_final_qcut,score_final_qcut_level
53,Male,37569,18.0,8.0,50.0,Clothing,634.92,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
65,Female,138529,87.0,10.0,14.0,Sports,461.61,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(232.75, 492.32]",2,15,"(13.0, 20.0]",ouro
54,Female,40858,48.0,6.0,20.0,Clothing,34.88,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
69,Other,143640,14.0,8.0,2.0,Clothing,387.39,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
25,Male,99668,1.0,1.0,50.0,Groceries,937.86,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
54,Male,32276,73.0,2.0,44.0,Clothing,554.58,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
32,Other,100736,84.0,10.0,32.0,Groceries,863.93,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,18,"(13.0, 20.0]",ouro
53,Other,139508,92.0,6.0,39.0,Clothing,172.99,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,16,"(13.0, 20.0]",ouro
32,Male,38683,59.0,10.0,47.0,Groceries,846.85,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
35,Other,42390,27.0,3.0,41.0,Electronics,781.31,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
53,Unknown,104435,42.0,4.0,34.0,Home & Garden,795.81,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
54,Female,111261,56.0,1.0,44.0,Groceries,216.09,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
36,Other,112674,12.0,7.0,35.0,Groceries,590.32,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
38,Male,144083,23.0,1.0,28.0,Groceries,158.15,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
42,Male,115342,19.0,4.0,47.0,Sports,13.69,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
48,Other,143424,24.0,3.0,22.0,Home & Garden,594.94,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
58,Female,137836,19.0,9.0,21.0,Electronics,492.3200423280423,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
19,Female,35529,62.0,4.0,24.0,Clothing,177.69,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
54,Male,105641,17.0,9.0,37.0,Sports,173.81,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
65,Other,120542,52.0,3.0,36.0,Clothing,70.22,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
44,Female,43069,55.0,6.0,33.0,Groceries,501.34,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
40,Male,98053,44.0,4.0,17.0,Groceries,135.19,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
65,Male,39113,85.0,9.0,42.0,Home & Garden,964.87,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
66,Other,91672,54.931650893796004,5.0,9.0,Unknown,10.4,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
22,Female,104781,64.0,8.0,38.0,Home & Garden,151.48,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
47,Other,124597,67.0,9.0,8.0,Clothing,885.33,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
26,Unknown,96845,19.0,1.0,26.51413612565445,Home & Garden,154.89,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
19,Female,98053,54.931650893796004,5.0,35.0,Unknown,633.5,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
22,Female,46900,70.0,1.0,26.51413612565445,Groceries,492.3200423280423,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
39,Male,84725,100.0,8.0,49.0,Sports,906.07,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
51,Unknown,120616,71.0,1.0,16.0,Clothing,492.3200423280423,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
35,Male,141134,24.0,4.0,48.0,Sports,649.61,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
59,Male,140809,45.0,5.0,45.0,Sports,917.5,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
33,Female,65486,76.0,2.0,26.51413612565445,Sports,302.05,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
56,Male,145254,48.0,6.0,43.0,Sports,422.32,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(232.75, 492.32]",2,15,"(13.0, 20.0]",ouro
54,Female,43308,56.0,5.0,50.0,Elec,667.92,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
25,Male,33065,61.0,7.0,40.0,Groceries,317.98,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
47,Male,69168,16.0,7.0,42.0,Clothing,638.96,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
42,Male,129999,73.0,5.0,2.0,Clothing,492.3200423280423,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
61,Female,41730,2.0,5.46,20.0,Electronics,177.64,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,7,"(5.999, 11.0]",bronze
22,Male,75626,52.0,7.0,34.0,Electronics,154.67,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
18,Other,142641,40.0,7.0,31.0,Electronics,240.64,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
22,Male,53863,96.0,10.0,41.0,Electronics,491.64,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(232.75, 492.32]",2,15,"(13.0, 20.0]",ouro
66,Male,149505,79.0,4.0,8.0,Sports,334.95,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
58,Male,132215,91.0,8.0,26.51413612565445,Sports,275.71,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,15,"(13.0, 20.0]",ouro
48,Unknown,72108,85.0,8.0,13.0,Sports,486.58,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
68,Other,113760,64.0,2.0,37.0,Sports,462.62,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
19,Male,111238,7.0,2.0,30.0,Sports,813.37,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
24,Other,109039,71.0,9.0,26.51413612565445,Sports,606.18,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
33,Male,1329680,49.0,10.0,45.0,Sports,641.53,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(492.32, 736.37]",3,17,"(13.0, 20.0]",ouro
19,Male,82506,54.931650893796004,5.0,41.0,Sports,492.3200423280423,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
69,Female,58668,40.0,2.0,15.0,Home & Garden,626.35,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,8,"(5.999, 11.0]",bronze
28,Male,66961,8.0,10.0,22.0,Groceries,179.82,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
32,Other,137280,95.0,6.0,3.0,Electronics,31.72,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
18,Other,112021,9.0,3.0,11.0,Groceries,588.37,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,9,"(5.999, 11.0]",bronze
44,Female,110280,85.0,4.0,21.0,Groceries,944.07,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
45,Female,67753,64.0,4.0,48.0,Sports,926.69,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
38,Male,54918,1.0,5.46,6.0,Electronics,979.26,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,9,"(5.999, 11.0]",bronze
69,Other,78534,100.0,2.0,9.0,Home & Garden,75.03,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
29,Female,51471,96.0,3.0,13.0,Home & Garden,668.21,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
32,Female,58144,4.0,5.0,16.0,Electronics,923.37,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,10,"(5.999, 11.0]",bronze
47,Other,100338,13.0,9.0,40.0,Electronics,48.65,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
33,Unknown,90232,19.0,2.0,8.0,Clothing,255.08,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,7,"(5.999, 11.0]",bronze
52,Male,133701,54.931650893796004,1.0,34.0,Clothing,534.25,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
62,Female,117704,37.0,3.0,48.0,Sports,112.11,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
23,Female,144577,75.0,1.0,9.0,Clothing,826.02,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
57,Male,139366,39.0,5.0,50.0,Sports,492.3200423280423,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
27,Male,106944,54.931650893796004,1.0,28.0,Sports,36.39,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
61,Male,92031,44.0,7.0,11.0,Sports,492.3200423280423,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
44,Male,146165,54.931650893796004,9.0,45.0,Home & Garden,819.92,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(736.37, 998.98]",4,18,"(13.0, 20.0]",ouro
36,Other,113794,74.0,1.0,27.0,Sports,377.75,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
28,Male,121073,44.0,3.0,16.0,Sports,482.35,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
46,Other,61090,3.0,4.0,3.0,Sports,213.68,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,7,"(5.999, 11.0]",bronze
62,Female,74474,49.0,2.0,18.0,Unknown,933.65,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
48,Female,57932,70.0,9.0,44.0,Home & Garden,192.46,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
39,Male,49970,53.0,5.0,24.0,Groceries,728.58,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
36,Male,37595,88.0,8.0,49.0,Groceries,600.48,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
33,Female,103063,16.0,3.0,4.0,Electronics,998.51,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,10,"(5.999, 11.0]",bronze
69,Other,86860,70.0,1.0,1.0,Clothing,812.25,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
68,Female,40478,22.0,4.0,46.0,Groceries,954.91,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
66,Female,126893,3.0,1.0,32.0,Clothing,199.17,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
23,Female,123168,80.0,4.0,19.0,Clothing,860.95,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
44,Other,112137,37.0,7.0,18.0,Groceries,769.16,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
60,Other,108533,23.0,9.0,24.0,Electronics,506.98,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
22,Female,93861,42.0,6.0,6.0,Home & Garden,73.13,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
39,Male,30004,32.0,6.0,26.51413612565445,Sports,863.47,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
53,Male,98053,85.0,2.0,45.0,Sports,338.69,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
50,Male,43965,83.0,3.0,17.0,Unknown,83.38,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
20,Male,51199,100.0,5.0,26.51413612565445,Clothing,889.83,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
69,Male,51759,18.0,9.0,14.0,Sports,563.48,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
61,Female,54256,78.0,3.0,3.0,Home & Garden,886.44,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
66,Other,53345,100.0,4.0,22.0,Sports,221.75,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
25,Female,52403,53.0,1.0,14.0,Groceries,73.34,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,6,"(5.999, 11.0]",bronze
45,Male,95367,83.0,5.0,30.0,Home & Garden,845.33,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
40,Male,62536,84.0,4.0,28.0,Sports,149.07,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
33,Male,121639,17.0,5.46,28.0,Home & Garden,422.14,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
63,Male,82296,61.0,4.0,43.0,Home & Garden,390.89,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
61,Other,137276,92.0,5.0,8.0,Groceries,482.77,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
18,Male,143235,46.0,10.0,31.0,Groceries,143.75,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
23,Male,143899,10.0,3.0,47.0,Groceries,361.81,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
56,Other,134923,18.0,3.0,31.0,Electronics,515.16,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
68,Other,106635,85.0,10.0,30.0,Electronics,854.95,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,18,"(13.0, 20.0]",ouro
29,Male,60262,56.0,4.0,27.0,Clothing,492.3200423280423,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
22,Other,92601,75.0,7.0,49.0,Electronics,120.76,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
45,Unknown,41917,58.0,8.0,5.0,Home & Garden,870.38,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
29,Female,59815,43.0,6.0,24.0,Groceries,492.3200423280423,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
18,Other,94701,69.0,8.0,48.0,Clothing,760.34,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
36,Female,31458,40.0,4.0,26.51413612565445,Electronics,371.77,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
19,Male,98053,95.0,7.0,44.0,Electronics,97.65,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,15,"(13.0, 20.0]",ouro
44,Female,143338,6.0,8.0,26.0,Groceries,491.07,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
48,Other,93084,30.0,7.0,5.0,Clothing,480.55,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
49,Male,55027,62.0,2.0,1.0,Unknown,962.9,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,10,"(5.999, 11.0]",bronze
51,Female,149256,96.0,1.0,31.0,Electronics,266.83,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
32,Female,46610,92.0,5.46,9.0,Groceries,409.85,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
